"","fipscode","county","obesity_rate","smoke_rate"
"1770",31173,"Thurston County",0.441,0.27011981
"1771",31175,"Valley County",0.318,0.141785654
"1772",31177,"Washington County",0.32,0.136103861
"1773",31179,"Wayne County",0.346,0.139290161
"1774",31181,"Webster County",0.332,0.151302097
"1775",31183,"Wheeler County",0.289,0.145129456
"1776",31185,"York County",0.365,0.142062698
"1777",32000,"Nevada",0.257,0.175864013
"1778",32001,"Churchill County",0.324,0.181003323
"1779",32003,"Clark County",0.255,0.169797047
"1780",32005,"Douglas County",0.25,0.141539222
"1781",32007,"Elko County",0.291,0.17184164
"1782",32009,"Esmeralda County",0.275,0.192915226
"1783",32011,"Eureka County",0.232,0.170775937
"1784",32013,"Humboldt County",0.333,0.171356007
"1785",32015,"Lander County",0.349,0.171145425
"1786",32017,"Lincoln County",0.297,0.160613924
"1787",32019,"Lyon County",0.349,0.206472073
"1788",32021,"Mineral County",0.3,0.214718491
"1789",32023,"Nye County",0.335,0.180162548
"1790",32027,"Pershing County",0.348,0.179500084
"1791",32029,"Storey County",0.246,0.152819007
"1792",32031,"Washoe County",0.233,0.151656196
"1793",32033,"White Pine County",0.328,0.177564591
"1794",32510,"Carson City",0.283,0.189724617
"1795",33000,"New Hampshire",0.279,0.156652742
"1796",33001,"Belknap County",0.286,0.142689552
"1797",33003,"Carroll County",0.272,0.147989973
"1798",33005,"Cheshire County",0.3,0.166246355
"1799",33007,"Coos County",0.336,0.165097782
"1800",33009,"Grafton County",0.236,0.132368289
"1801",33011,"Hillsborough County",0.28,0.13527797
"1802",33013,"Merrimack County",0.276,0.136036451
"1803",33015,"Rockingham County",0.266,0.124584406
"1804",33017,"Strafford County",0.298,0.17177487
"1805",33019,"Sullivan County",0.334,0.162561625
"1806",34000,"New Jersey",0.264,0.137389318
"1807",34001,"Atlantic County",0.298,0.156441948
"1808",34003,"Bergen County",0.223,0.11410987
"1809",34005,"Burlington County",0.293,0.124456382
"1810",34007,"Camden County",0.314,0.161346092
"1811",34009,"Cape May County",0.287,0.157561074
"1812",34011,"Cumberland County",0.359,0.182611467
"1813",34013,"Essex County",0.291,0.142353893
"1814",34015,"Gloucester County",0.31,0.156113185
"1815",34017,"Hudson County",0.239,0.153820382
"1816",34019,"Hunterdon County",0.204,0.125295514
"1817",34021,"Mercer County",0.258,0.1355616
"1818",34023,"Middlesex County",0.259,0.109704679
"1819",34025,"Monmouth County",0.252,0.133604524
"1820",34027,"Morris County",0.213,0.121119352
"1821",34029,"Ocean County",0.281,0.144432737
"1822",34031,"Passaic County",0.273,0.137820691
"1823",34033,"Salem County",0.365,0.177936547
"1824",34035,"Somerset County",0.222,0.108438212
"1825",34037,"Sussex County",0.278,0.137573057
"1826",34039,"Union County",0.249,0.130757359
"1827",34041,"Warren County",0.296,0.143301276
"1828",35000,"New Mexico",0.266,0.174855944
"1829",35001,"Bernalillo County",0.234,0.152099896
"1830",35003,"Catron County",0.255,0.144791168
"1831",35005,"Chaves County",0.34,0.174394448
"1832",35006,"Cibola County",0.309,0.232530582
"1833",35007,"Colfax County",0.281,0.169480998
"1834",35009,"Curry County",0.301,0.189990627
"1835",35011,"DeBaca County",0.373,0.164932026
"1836",35013,"Dona Ana County",0.284,0.164289894
"1837",35015,"Eddy County",0.345,0.155308704
"1838",35017,"Grant County",0.274,0.143534322
"1839",35019,"Guadalupe County",0.352,0.1493257
"1840",35021,"Harding County",0.249,0.137421859
"1841",35023,"Hidalgo County",0.249,0.170248882
"1842",35025,"Lea County",0.331,0.167793962
"1843",35027,"Lincoln County",0.232,0.159140262
"1844",35028,"Los Alamos County",0.231,0.114489648
"1845",35029,"Luna County",0.325,0.192160845
"1846",35031,"McKinley County",0.388,0.216216697
"1847",35033,"Mora County",0.272,0.186824868
"1848",35035,"Otero County",0.312,0.193213656
"1849",35037,"Quay County",0.301,0.168227709
"1850",35039,"Rio Arriba County",0.283,0.179325827
"1851",35041,"Roosevelt County",0.287,0.179308056
"1852",35043,"Sandoval County",0.248,0.161912368
"1853",35045,"San Juan County",0.332,0.21621046
"1854",35047,"San Miguel County",0.291,0.183551205
"1855",35049,"Santa Fe County",0.144,0.13676492
"1856",35051,"Sierra County",0.267,0.157503595
"1857",35053,"Socorro County",0.335,0.18801987
"1858",35055,"Taos County",0.192,0.16331722
"1859",35057,"Torrance County",0.253,0.195511093
"1860",35059,"Union County",0.318,0.15347978
"1861",35061,"Valencia County",0.316,0.170663812
"1862",36000,"New York",0.255,0.140914011
"1863",36001,"Albany County",0.273,0.145318547
"1864",36003,"Allegany County",0.359,0.165590354
"1865",36005,"Bronx County",0.29,0.159211687
"1866",36007,"Broome County",0.28,0.155140514
"1867",36009,"Cattaraugus County",0.376,0.167543604
"1868",36011,"Cayuga County",0.341,0.157176106
"1869",36013,"Chautauqua County",0.334,0.171085947
"1870",36015,"Chemung County",0.36,0.168021483
"1871",36017,"Chenango County",0.388,0.16253968
"1872",36019,"Clinton County",0.353,0.167534474
"1873",36021,"Columbia County",0.24,0.145780036
"1874",36023,"Cortland County",0.352,0.153023284
"1875",36025,"Delaware County",0.299,0.158469184
"1876",36027,"Dutchess County",0.269,0.150408655
"1877",36029,"Erie County",0.301,0.172537243
"1878",36031,"Essex County",0.288,0.137565779
"1879",36033,"Franklin County",0.339,0.186989722
"1880",36035,"Fulton County",0.34,0.18383445
"1881",36037,"Genesee County",0.366,0.159221016
"1882",36039,"Greene County",0.279,0.154460604
"1883",36041,"Hamilton County",0.297,0.139368314
"1884",36043,"Herkimer County",0.32,0.178272969
"1885",36045,"Jefferson County",0.343,0.160191468
"1886",36047,"Kings County",0.226,0.13840802
"1887",36049,"Lewis County",0.385,0.156856669
"1888",36051,"Livingston County",0.355,0.153260998
"1889",36053,"Madison County",0.303,0.151595842
"1890",36055,"Monroe County",0.294,0.151514423
"1891",36057,"Montgomery County",0.351,0.165371275
"1892",36059,"Nassau County",0.236,0.112253646
"1893",36061,"New York County",0.146,0.124182342
"1894",36063,"Niagara County",0.335,0.168021437
"1895",36065,"Oneida County",0.331,0.168352573
"1896",36067,"Onondaga County",0.295,0.157588206
"1897",36069,"Ontario County",0.33,0.14040081
"1898",36071,"Orange County",0.304,0.151420232
"1899",36073,"Orleans County",0.381,0.17041979
"1900",36075,"Oswego County",0.341,0.186068316
"1901",36077,"Otsego County",0.296,0.155059314
"1902",36079,"Putnam County",0.232,0.12631482
"1903",36081,"Queens County",0.233,0.124277775
"1904",36083,"Rensselaer County",0.303,0.145643816
"1905",36085,"Richmond County",0.275,0.153734178
"1906",36087,"Rockland County",0.232,0.121652885
"1907",36089,"St. Lawrence County",0.329,0.17389655
"1908",36091,"Saratoga County",0.259,0.147951537
"1909",36093,"Schenectady County",0.296,0.141438363
"1910",36095,"Schoharie County",0.36,0.149875752
"1911",36097,"Schuyler County",0.322,0.162169437
"1912",36099,"Seneca County",0.382,0.158343449
"1913",36101,"Steuben County",0.337,0.153975642
"1914",36103,"Suffolk County",0.246,0.126254815
"1915",36105,"Sullivan County",0.325,0.161440753
"1916",36107,"Tioga County",0.349,0.156594055
"1917",36109,"Tompkins County",0.227,0.141491736
"1918",36111,"Ulster County",0.284,0.157217302
"1919",36113,"Warren County",0.305,0.142160231
"1920",36115,"Washington County",0.336,0.153549204
"1921",36117,"Wayne County",0.363,0.160924111
"1922",36119,"Westchester County",0.207,0.11371546
"1923",36121,"Wyoming County",0.379,0.158979129
"1924",36123,"Yates County",0.295,0.151306325
"1925",37000,"North Carolina",0.314,0.171945305
"1926",37001,"Alamance County",0.324,0.170985603
"1927",37003,"Alexander County",0.348,0.165687245
"1928",37005,"Alleghany County",0.257,0.172053218
"1929",37007,"Anson County",0.386,0.202171047
"1930",37009,"Ashe County",0.26,0.167474188
"1931",37011,"Avery County",0.265,0.173859654
"1932",37013,"Beaufort County",0.393,0.176973242
"1933",37015,"Bertie County",0.433,0.199536013
"1934",37017,"Bladen County",0.437,0.187398808
"1935",37019,"Brunswick County",0.289,0.149951048
"1936",37021,"Buncombe County",0.221,0.166376814
"1937",37023,"Burke County",0.364,0.173031982
"1938",37025,"Cabarrus County",0.359,0.155204461
"1939",37027,"Caldwell County",0.39,0.167201117
"1940",37029,"Camden County",0.324,0.155576078
"1941",37031,"Carteret County",0.319,0.15646474
"1942",37033,"Caswell County",0.286,0.176646894
"1943",37035,"Catawba County",0.313,0.16024648
"1944",37037,"Chatham County",0.238,0.141789153
"1945",37039,"Cherokee County",0.27,0.17350195
"1946",37041,"Chowan County",0.385,0.17971445
"1947",37043,"Clay County",0.314,0.163109943
"1948",37045,"Cleveland County",0.381,0.183704958
"1949",37047,"Columbus County",0.462,0.192053051
"1950",37049,"Craven County",0.306,0.156588877
"1951",37051,"Cumberland County",0.337,0.180908575
"1952",37053,"Currituck County",0.286,0.153722684
"1953",37055,"Dare County",0.226,0.157578202
"1954",37057,"Davidson County",0.322,0.178579709
"1955",37059,"Davie County",0.412,0.150735757
"1956",37061,"Duplin County",0.398,0.213033962
"1957",37063,"Durham County",0.247,0.147893723
"1958",37065,"Edgecombe County",0.38,0.207947877
"1959",37067,"Forsyth County",0.33,0.183798205
"1960",37069,"Franklin County",0.361,0.180085369
"1961",37071,"Gaston County",0.292,0.167680147
"1962",37073,"Gates County",0.447,0.158285584
"1963",37075,"Graham County",0.43,0.182984576
"1964",37077,"Granville County",0.372,0.166271289
"1965",37079,"Greene County",0.284,0.197736713
"1966",37081,"Guilford County",0.334,0.15811453
"1967",37083,"Halifax County",0.437,0.202366134
"1968",37085,"Harnett County",0.332,0.189103602
"1969",37087,"Haywood County",0.317,0.181812812
"1970",37089,"Henderson County",0.284,0.139599558
"1971",37091,"Hertford County",0.465,0.193325456
"1972",37093,"Hoke County",0.374,0.20208121
"1973",37095,"Hyde County",0.364,0.173120009
"1974",37097,"Iredell County",0.319,0.154315938
"1975",37099,"Jackson County",0.284,0.175268077
"1976",37101,"Johnston County",0.372,0.176817587
"1977",37103,"Jones County",0.409,0.186127548
"1978",37105,"Lee County",0.329,0.168453557
"1979",37107,"Lenoir County",0.334,0.193161182
"1980",37109,"Lincoln County",0.37,0.16214111
"1981",37111,"McDowell County",0.4,0.185657027
"1982",37113,"Macon County",0.288,0.159141266
"1983",37115,"Madison County",0.268,0.168347977
"1984",37117,"Martin County",0.431,0.192437016
"1985",37119,"Mecklenburg County",0.28,0.139191948
"1986",37121,"Mitchell County",0.27,0.157018509
"1987",37123,"Montgomery County",0.365,0.175444256
"1988",37125,"Moore County",0.263,0.142761496
"1989",37127,"Nash County",0.419,0.182998577
"1990",37129,"New Hanover County",0.264,0.158523526
"1991",37131,"Northampton County",0.335,0.194712048
"1992",37133,"Onslow County",0.293,0.177955322
"1993",37135,"Orange County",0.229,0.142417073
"1994",37137,"Pamlico County",0.372,0.159619854
"1995",37139,"Pasquotank County",0.392,0.181192966
"1996",37141,"Pender County",0.306,0.163185673
"1997",37143,"Perquimans County",0.343,0.167889209
"1998",37145,"Person County",0.292,0.181366297
"1999",37147,"Pitt County",0.359,0.173736902
"2000",37149,"Polk County",0.333,0.138026799
"2001",37151,"Randolph County",0.322,0.180122941
"2002",37153,"Richmond County",0.387,0.206734123
"2003",37155,"Robeson County",0.39,0.240575942
"2004",37157,"Rockingham County",0.363,0.176739895
"2005",37159,"Rowan County",0.375,0.171255828
"2006",37161,"Rutherford County",0.285,0.194152699
"2007",37163,"Sampson County",0.353,0.190702049
"2008",37165,"Scotland County",0.395,0.228666702
"2009",37167,"Stanly County",0.284,0.167080507
"2010",37169,"Stokes County",0.328,0.159069361
"2011",37171,"Surry County",0.305,0.171951567
"2012",37173,"Swain County",0.311,0.218581178
"2013",37175,"Transylvania County",0.268,0.15696346
"2014",37177,"Tyrrell County",0.433,0.208274395
"2015",37179,"Union County",0.321,0.146706605
"2016",37181,"Vance County",0.343,0.202095257
"2017",37183,"Wake County",0.251,0.121949378
"2018",37185,"Warren County",0.41,0.190445927
"2019",37187,"Washington County",0.422,0.188117188
"2020",37189,"Watauga County",0.167,0.180120608
"2021",37191,"Wayne County",0.381,0.176543925
"2022",37193,"Wilkes County",0.426,0.17855462
"2023",37195,"Wilson County",0.323,0.180601101
"2024",37197,"Yadkin County",0.386,0.178972454
"2025",37199,"Yancey County",0.299,0.168111918
"2026",38000,"North Dakota",0.327,0.182696238
"2027",38001,"Adams County",0.302,0.149657977
"2028",38003,"Barnes County",0.36,0.156886057
"2029",38005,"Benson County",0.38,0.302425954
"2030",38007,"Billings County",0.295,0.149254747
"2031",38009,"Bottineau County",0.338,0.15728721
"2032",38011,"Bowman County",0.232,0.138040401
"2033",38013,"Burke County",0.378,0.163579653
"2034",38015,"Burleigh County",0.307,0.155585889
"2035",38017,"Cass County",0.312,0.162441434
"2036",38019,"Cavalier County",0.348,0.143628081
"2037",38021,"Dickey County",0.357,0.140731143
"2038",38023,"Divide County",0.348,0.165571217
"2039",38025,"Dunn County",0.33,0.173950582
"2040",38027,"Eddy County",0.314,0.168625582
"2041",38029,"Emmons County",0.267,0.153237393
"2042",38031,"Foster County",0.361,0.15563534
"2043",38033,"Golden Valley County",0.329,0.171146305
"2044",38035,"Grand Forks County",0.309,0.161628352
"2045",38037,"Grant County",0.284,0.146636131
"2046",38039,"Griggs County",0.304,0.149063116
"2047",38041,"Hettinger County",0.324,0.157793038
"2048",38043,"Kidder County",0.382,0.159254294
"2049",38045,"LaMoure County",0.315,0.159229581
"2050",38047,"Logan County",0.289,0.141732604
"2051",38049,"McHenry County",0.32,0.161403536
"2052",38051,"McIntosh County",0.266,0.143459522
"2053",38053,"McKenzie County",0.291,0.191484724
"2054",38055,"McLean County",0.341,0.159648095
"2055",38057,"Mercer County",0.314,0.164561278
"2056",38059,"Morton County",0.339,0.179921864
"2057",38061,"Mountrail County",0.387,0.215375884
"2058",38063,"Nelson County",0.383,0.151105444
"2059",38065,"Oliver County",0.284,0.142109301
"2060",38067,"Pembina County",0.385,0.160654996
"2061",38069,"Pierce County",0.362,0.170209932
"2062",38071,"Ramsey County",0.304,0.17037443
"2063",38073,"Ransom County",0.33,0.1462716
"2064",38075,"Renville County",0.297,0.158881939
"2065",38077,"Richland County",0.358,0.155821538
"2066",38079,"Rolette County",0.43,0.375790052
"2067",38081,"Sargent County",0.315,0.153410813
"2068",38083,"Sheridan County",0.374,0.156723621
"2069",38085,"Sioux County",0.39,0.387047633
"2070",38087,"Slope County",0.271,0.154554073
"2071",38089,"Stark County",0.335,0.174665005
"2072",38091,"Steele County",0.349,0.136625461
"2073",38093,"Stutsman County",0.322,0.16799971
"2074",38095,"Towner County",0.358,0.165728223
"2075",38097,"Traill County",0.376,0.16286403
"2076",38099,"Walsh County",0.343,0.157596802
"2077",38101,"Ward County",0.333,0.175705562
"2078",38103,"Wells County",0.361,0.139337764
"2079",38105,"Williams County",0.369,0.201085229
"2080",39000,"Ohio",0.323,0.211314598
"2081",39001,"Adams County",0.322,0.24282192
"2082",39003,"Allen County",0.34,0.201844181
"2083",39005,"Ashland County",0.333,0.188377762
"2084",39007,"Ashtabula County",0.376,0.212757178
"2085",39009,"Athens County",0.334,0.200316094
"2086",39011,"Auglaize County",0.383,0.174549502
"2087",39013,"Belmont County",0.35,0.174901239
"2088",39015,"Brown County",0.34,0.205864977
"2089",39017,"Butler County",0.323,0.182402146
"2090",39019,"Carroll County",0.386,0.183699499
"2091",39021,"Champaign County",0.317,0.184551682
"2092",39023,"Clark County",0.337,0.214027748
"2093",39025,"Clermont County",0.37,0.185404597
"2094",39027,"Clinton County",0.328,0.19509812
"2095",39029,"Columbiana County",0.36,0.209656839
"2096",39031,"Coshocton County",0.374,0.219839245
"2097",39033,"Crawford County",0.317,0.199664103
"2098",39035,"Cuyahoga County",0.304,0.200345222
"2099",39037,"Darke County",0.357,0.184234845
"2100",39039,"Defiance County",0.322,0.175363591
"2101",39041,"Delaware County",0.27,0.150151313
"2102",39043,"Erie County",0.332,0.182250714
"2103",39045,"Fairfield County",0.319,0.173511212
"2104",39047,"Fayette County",0.358,0.213616674
"2105",39049,"Franklin County",0.299,0.199346817
"2106",39051,"Fulton County",0.31,0.171956272
"2107",39053,"Gallia County",0.382,0.208959201
"2108",39055,"Geauga County",0.248,0.169079914
"2109",39057,"Greene County",0.296,0.175697662
"2110",39059,"Guernsey County",0.364,0.215675065
"2111",39061,"Hamilton County",0.291,0.193273572
"2112",39063,"Hancock County",0.33,0.183665079
"2113",39065,"Hardin County",0.368,0.20857707
"2114",39067,"Harrison County",0.353,0.202048131
"2115",39069,"Henry County",0.33,0.16735635
"2116",39071,"Highland County",0.316,0.210279826
"2117",39073,"Hocking County",0.407,0.198051271
"2118",39075,"Holmes County",0.292,0.183458059
"2119",39077,"Huron County",0.384,0.193071259
"2120",39079,"Jackson County",0.394,0.232032798
"2121",39081,"Jefferson County",0.341,0.206997998
"2122",39083,"Knox County",0.308,0.174784221
"2123",39085,"Lake County",0.253,0.173917007
"2124",39087,"Lawrence County",0.399,0.212275753
"2125",39089,"Licking County",0.321,0.187160603
"2126",39091,"Logan County",0.405,0.186630292
"2127",39093,"Lorain County",0.366,0.181786939
"2128",39095,"Lucas County",0.348,0.210873347
"2129",39097,"Madison County",0.374,0.185181402
"2130",39099,"Mahoning County",0.313,0.198895669
"2131",39101,"Marion County",0.402,0.213578756
"2132",39103,"Medina County",0.29,0.159370675
"2133",39105,"Meigs County",0.407,0.222427684
"2134",39107,"Mercer County",0.347,0.15515634
"2135",39109,"Miami County",0.371,0.177550282
"2136",39111,"Monroe County",0.37,0.19407348
"2137",39113,"Montgomery County",0.333,0.201989868
"2138",39115,"Morgan County",0.321,0.21651559
"2139",39117,"Morrow County",0.392,0.185227189
"2140",39119,"Muskingum County",0.366,0.197551199
"2141",39121,"Noble County",0.389,0.171920752
"2142",39123,"Ottawa County",0.339,0.166634365
"2143",39125,"Paulding County",0.37,0.174110862
"2144",39127,"Perry County",0.359,0.203971524
"2145",39129,"Pickaway County",0.339,0.198591939
"2146",39131,"Pike County",0.37,0.210549848
"2147",39133,"Portage County",0.283,0.188902292
"2148",39135,"Preble County",0.287,0.184913487
"2149",39137,"Putnam County",0.376,0.162002334
"2150",39139,"Richland County",0.324,0.212075844
"2151",39141,"Ross County",0.37,0.218801481
"2152",39143,"Sandusky County",0.346,0.201545929
"2153",39145,"Scioto County",0.385,0.223023985
"2154",39147,"Seneca County",0.342,0.193863142
"2155",39149,"Shelby County",0.328,0.180406889
"2156",39151,"Stark County",0.348,0.190040069
"2157",39153,"Summit County",0.299,0.184839474
"2158",39155,"Trumbull County",0.386,0.196762529
"2159",39157,"Tuscarawas County",0.331,0.180160996
"2160",39159,"Union County",0.329,0.179223623
"2161",39161,"Van Wert County",0.408,0.181565776
"2162",39163,"Vinton County",0.367,0.223448511
"2163",39165,"Warren County",0.279,0.152280855
"2164",39167,"Washington County",0.368,0.180480986
"2165",39169,"Wayne County",0.271,0.174672668
"2166",39171,"Williams County",0.352,0.196629965
"2167",39173,"Wood County",0.344,0.168712875
"2168",39175,"Wyandot County",0.367,0.185684233
"2169",40000,"Oklahoma",0.337,0.201478779
"2170",40001,"Adair County",0.477,0.277444086
"2171",40003,"Alfalfa County",0.348,0.168690867
"2172",40005,"Atoka County",0.406,0.20874303
"2173",40007,"Beaver County",0.361,0.154517071
"2174",40009,"Beckham County",0.348,0.179589022
"2175",40011,"Blaine County",0.341,0.182736014
"2176",40013,"Bryan County",0.332,0.202521552
"2177",40015,"Caddo County",0.437,0.203594505
"2178",40017,"Canadian County",0.349,0.145209995
"2179",40019,"Carter County",0.386,0.197056363
"2180",40021,"Cherokee County",0.388,0.223983356
"2181",40023,"Choctaw County",0.34,0.228858131
"2182",40025,"Cimarron County",0.284,0.170444928
"2183",40027,"Cleveland County",0.346,0.155001384
"2184",40029,"Coal County",0.351,0.198190528
"2185",40031,"Comanche County",0.322,0.195347623
"2186",40033,"Cotton County",0.389,0.180195707
"2187",40035,"Craig County",0.358,0.211980128
"2188",40037,"Creek County",0.333,0.186620359
"2189",40039,"Custer County",0.375,0.181246104
"2190",40041,"Delaware County",0.369,0.209945495
"2191",40043,"Dewey County",0.386,0.182016568
"2192",40045,"Ellis County",0.363,0.177280234
"2193",40047,"Garfield County",0.362,0.173917186
"2194",40049,"Garvin County",0.348,0.202858816
"2195",40051,"Grady County",0.345,0.189714347
"2196",40053,"Grant County",0.277,0.151508396
"2197",40055,"Greer County",0.313,0.20229337
"2198",40057,"Harmon County",0.318,0.169866102
"2199",40059,"Harper County",0.265,0.162381786
"2200",40061,"Haskell County",0.303,0.208887601
"2201",40063,"Hughes County",0.357,0.207064503
"2202",40065,"Jackson County",0.369,0.174476044
"2203",40067,"Jefferson County",0.318,0.191310918
"2204",40069,"Johnston County",0.317,0.206618684
"2205",40071,"Kay County",0.357,0.188416524
"2206",40073,"Kingfisher County",0.388,0.159183102
"2207",40075,"Kiowa County",0.318,0.205060016
"2208",40077,"Latimer County",0.345,0.21041173
"2209",40079,"Le Flore County",0.37,0.217049764
"2210",40081,"Lincoln County",0.348,0.175844265
"2211",40083,"Logan County",0.36,0.17699739
"2212",40085,"Love County",0.267,0.17281336
"2213",40087,"McClain County",0.355,0.15289612
"2214",40089,"McCurtain County",0.354,0.218208647
"2215",40091,"McIntosh County",0.335,0.206071393
"2216",40093,"Major County",0.412,0.153962974
"2217",40095,"Marshall County",0.341,0.188028719
"2218",40097,"Mayes County",0.367,0.208745082
"2219",40099,"Murray County",0.342,0.181981978
"2220",40101,"Muskogee County",0.424,0.212768075
"2221",40103,"Noble County",0.387,0.169523896
"2222",40105,"Nowata County",0.363,0.201379814
"2223",40107,"Okfuskee County",0.484,0.238832634
"2224",40109,"Oklahoma County",0.308,0.174119126
"2225",40111,"Okmulgee County",0.329,0.219598754
"2226",40113,"Osage County",0.326,0.19057238
"2227",40115,"Ottawa County",0.366,0.220497563
"2228",40117,"Pawnee County",0.393,0.194996454
"2229",40119,"Payne County",0.322,0.195496533
"2230",40121,"Pittsburg County",0.353,0.196646211
"2231",40123,"Pontotoc County",0.328,0.192714376
"2232",40125,"Pottawatomie County",0.359,0.208446484
"2233",40127,"Pushmataha County",0.336,0.205773097
"2234",40129,"Roger Mills County",0.344,0.177035376
"2235",40131,"Rogers County",0.315,0.177699153
"2236",40133,"Seminole County",0.341,0.225207012
"2237",40135,"Sequoyah County",0.361,0.233154543
"2238",40137,"Stephens County",0.34,0.171393478
"2239",40139,"Texas County",0.318,0.168491005
"2240",40141,"Tillman County",0.432,0.185045431
"2241",40143,"Tulsa County",0.312,0.1759729
"2242",40145,"Wagoner County",0.356,0.179001763
"2243",40147,"Washington County",0.384,0.170414871
"2244",40149,"Washita County",0.287,0.165061347
"2245",40151,"Woods County",0.348,0.164864313
"2246",40153,"Woodward County",0.298,0.170432749
"2247",41000,"Oregon",0.288,0.16087814
"2248",41001,"Baker County",0.309,0.150688106
"2249",41003,"Benton County",0.249,0.132754608
"2250",41005,"Clackamas County",0.285,0.131909966
"2251",41007,"Clatsop County",0.296,0.151252978
"2252",41009,"Columbia County",0.306,0.151481812
"2253",41011,"Coos County",0.386,0.167246258
"2254",41013,"Crook County",0.329,0.166977613
"2255",41015,"Curry County",0.342,0.150659726
"2256",41017,"Deschutes County",0.229,0.135754816
"2257",41019,"Douglas County",0.314,0.154785148
"2258",41021,"Gilliam County",0.358,0.140947101
"2259",41023,"Grant County",0.269,0.146795922
"2260",41025,"Harney County",0.31,0.162750003
"2261",41027,"Hood River County",0.259,0.148258554
"2262",41029,"Jackson County",0.244,0.179123844
"2263",41031,"Jefferson County",0.426,0.186520567
"2264",41033,"Josephine County",0.311,0.169846292
"2265",41035,"Klamath County",0.33,0.161932875
"2266",41037,"Lake County",0.341,0.174499949
"2267",41039,"Lane County",0.272,0.153601298
"2268",41041,"Lincoln County",0.36,0.159221545
"2269",41043,"Linn County",0.362,0.165748114
"2270",41045,"Malheur County",0.362,0.174741266
"2271",41047,"Marion County",0.34,0.154096314
"2272",41049,"Morrow County",0.346,0.155207156
"2273",41051,"Multnomah County",0.236,0.1596206
"2274",41053,"Polk County",0.344,0.143441513
"2275",41055,"Sherman County",0.286,0.139253641
"2276",41057,"Tillamook County",0.329,0.148722629
"2277",41059,"Umatilla County",0.351,0.157985533
"2278",41061,"Union County",0.382,0.161226206
"2279",41063,"Wallowa County",0.303,0.141007465
"2280",41065,"Wasco County",0.284,0.156394242
"2281",41067,"Washington County",0.298,0.112947463
"2282",41069,"Wheeler County",0.269,0.154383586
"2283",41071,"Yamhill County",0.335,0.147172277
"2284",42000,"Pennsylvania",0.303,0.187494183
"2285",42001,"Adams County",0.356,0.162150839
"2286",42003,"Allegheny County",0.281,0.169910389
"2287",42005,"Armstrong County",0.423,0.187268688
"2288",42007,"Beaver County",0.332,0.192204319
"2289",42009,"Bedford County",0.303,0.174573167
"2290",42011,"Berks County",0.364,0.165835947
"2291",42013,"Blair County",0.308,0.185420621
"2292",42015,"Bradford County",0.375,0.182194807
"2293",42017,"Bucks County",0.269,0.143697683
"2294",42019,"Butler County",0.311,0.165310344
"2295",42021,"Cambria County",0.271,0.182052747
"2296",42023,"Cameron County",0.25,0.17680382
"2297",42025,"Carbon County",0.364,0.179844861
"2298",42027,"Centre County",0.252,0.169943031
"2299",42029,"Chester County",0.222,0.146683392
"2300",42031,"Clarion County",0.332,0.194082746
"2301",42033,"Clearfield County",0.408,0.197941987
"2302",42035,"Clinton County",0.351,0.185599837
"2303",42037,"Columbia County",0.317,0.179660402
"2304",42039,"Crawford County",0.371,0.200917696
"2305",42041,"Cumberland County",0.293,0.163503383
"2306",42043,"Dauphin County",0.335,0.185236239
"2307",42045,"Delaware County",0.269,0.149177097
"2308",42047,"Elk County",0.265,0.173132723
"2309",42049,"Erie County",0.34,0.202968756
"2310",42051,"Fayette County",0.397,0.214272999
"2311",42053,"Forest County",0.343,0.195233969
"2312",42055,"Franklin County",0.35,0.181548999
"2313",42057,"Fulton County",0.284,0.181141008
"2314",42059,"Greene County",0.317,0.189178458
"2315",42061,"Huntingdon County",0.302,0.186484378
"2316",42063,"Indiana County",0.331,0.191399288
"2317",42065,"Jefferson County",0.353,0.188198117
"2318",42067,"Juniata County",0.321,0.180737134
"2319",42069,"Lackawanna County",0.288,0.203069891
"2320",42071,"Lancaster County",0.322,0.148988806
"2321",42073,"Lawrence County",0.366,0.180688356
"2322",42075,"Lebanon County",0.347,0.158749437
"2323",42077,"Lehigh County",0.312,0.183367046
"2324",42079,"Luzerne County",0.296,0.193079973
"2325",42081,"Lycoming County",0.381,0.193135301
"2326",42083,"Mc Kean County",0.34,0.204859731
"2327",42085,"Mercer County",0.331,0.192528176
"2328",42087,"Mifflin County",0.405,0.193295218
"2329",42089,"Monroe County",0.327,0.173750038
"2330",42091,"Montgomery County",0.255,0.131946779
"2331",42093,"Montour County",0.304,0.161130486
"2332",42095,"Northampton County",0.319,0.160804904
"2333",42097,"Northumberland County",0.402,0.19481766
"2334",42099,"Perry County",0.272,0.171268645
"2335",42101,"Philadelphia County",0.276,0.206142494
"2336",42103,"Pike County",0.321,0.162222954
"2337",42105,"Potter County",0.295,0.185773939
"2338",42107,"Schuylkill County",0.316,0.188551527
"2339",42109,"Snyder County",0.34,0.179788911
"2340",42111,"Somerset County",0.382,0.179919414
"2341",42113,"Sullivan County",0.3,0.174737056
"2342",42115,"Susquehanna County",0.344,0.182378902
"2343",42117,"Tioga County",0.363,0.181089601
"2344",42119,"Union County",0.335,0.169728656
"2345",42121,"Venango County",0.399,0.185744657
"2346",42123,"Warren County",0.298,0.189370639
"2347",42125,"Washington County",0.335,0.161993097
"2348",42127,"Wayne County",0.309,0.17335413
"2349",42129,"Westmoreland County",0.311,0.186771996
"2350",42131,"Wyoming County",0.339,0.179852874
